taxonID	type	description	language	source
0399D61F5706FFAEFE61FA89FD7B53F5.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5706FFAEFE61FA89FD7B53F5.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5706FFAEFE61FA89FD7B53F5.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, Estación Altamira, Sendero Casa Coca, 9 º 02 ’ N, 83 º 00 ’ W, 1450 - 1700 m, 7. ii- 5. iii. 2002, malaise trap, C. Hansson & Parataxonomos (MZLU).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5706FFAEFE61FA89FD7B53F5.taxon	etymology	Etymology. Named after type locality, Casa Coca.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	description	(Figs 80, 81, 701)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	diagnosis	Diagnosis (female). Antennal clava solid (Fig. 701); genal carina present; mesoscutellum (Fig. 80) with strong reticulation, meshes elongate, submedian grooves indistinct, running parallel to lateral margins of mesoscutellum and thus diverging towards posterior part; hind coxa with a carina along posterior margin; gaster (Fig. 80) 2.7 × as long as wide, medio-basal Gt 1 with a sharp transverse edge dorsally, all tergites with strong reticulation. Female holotype: length of body 2.2 mm (paratypes 2.3 – 2.8 mm). Scape yellowish-brown, pedicel and flagellum dark brown. Face below level of toruli golden-green, clypeus dark brown, frons metallic bluish-green, antennal scrobes black; vertex metallic bluish-green. Thoracic dorsum golden-green. Legs with fore and hind coxae golden-green, mid coxa black; trochanters brown; femora dark brown to black with metallic tinges and with anterior part yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster with Gt 1 metallic bluish-green with posterior margin golden-purple, Gt 2 - 5 black with metallic purple tinges, Gt 6 - 7 metallic bluish-green; gonoplac black. Antenna with solid clava. Head with strong reticulation, clypeus smooth, antennal scrobes with weak reticulation; with genal carina. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe with an indistinct median groove, with eight adnotaular setae. Mesoscutellum with strong reticulation, meshes elongate; submedian grooves indistinct, running parallel to lateral margins of mesoscutellum and thus diverging towards posterior part. Dorsellum with strong reticulation. Propodeum with triangular median carina; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation; fore coxa with a sharp edge along posterior margin and hind coxa with a strong carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum open below and towards base of wing; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a sharp transverse edge dorsally; tergites with strong reticulation, Gt 1 - 4 with a smooth median line. Relative measurements: head length, dorsal view 24; head length, frontal view 40; POL 12; OOL 6.5; lateral ocellus diameter 5; head width 54; mouth width 18.5; malar space 15; eye length 22.5; scape length 19; scape width 4.5; pedicel + flagellum length 47; pedicel length 7.5; pedicel width, dorsal view 4; F 1 length 8; F 1 width 5.5; F 2 length 7.5; F 2 width 6; F 3 length 6; F 3 width 6; clava length 15; clava width 7; C 3 length 5.5; spicule length 1; mesosoma length 70; mesosoma width 49; midlobe of mesoscutum length 28; mesoscutellum length 27; mesoscutellum width 25; median part of mesoscutellum width (measured medially) nm; median part of mesoscutellum, width in anterior part nm; median part of mesoscutellum, width in posterior part nm; lateral part of mesoscutellum, width (measured medially) nm; dorsellum length 3; propodeum length 9; costal cell length 39; costal cell width (measured at widest part) 3; marginal vein length 33; stigmal vein length 12.5; gaster length 98; gaster width 37; Gt 2 length (measured medially) 6; Gt 4 length (measured medially) 17; Gt 7 length (measured medially) 9; Gt 7 width (measured at base) 12; longest cercal seta length 12; shortest cercal seta length 6. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	biology_ecology	Hosts. Reared from fruit galls on Cissus verticillata (Vitaceae), from which an unidentified Cecidomyiidae also emerged.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, San José, San Pedro de Montes de Oca, 1100 m, ix. 2009, ex Cissus fruit gall, P. Hanson (NHMUK). Paratypes (3 ♀, MZLU, MZUCR, NHMUK): 1 ♀ COSTA RICA, Cartago, Volcan Irazú, 3000 m, 21. i. 1983, J. H. Martin; 1 ♀ COSTA RICA, Guanacaste, Santa Cruz, Parque Nacional Marino Las Baulas, LN 258040 _ 332690, 0 m, 17. xii. 2000 - 17. i. 2001, Y. Cárdenas; 1 ♀ COSTA RICA, Puntarenas, Parque Internacional La Amistad, Valle del Silencio, Cerro Frantzius, LS 334150 _ 574450, 2134 m, 12. ix- 12. x. 2001, malaise trap, F. Umaña.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5704FFA1FE01FED1FC7451CA.taxon	etymology	Etymology. Named after the host plant from which this species was reared.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	description	(Figs 82, 83, 1005)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	diagnosis	Diagnosis (female). Antenna with a weak constriction between C 1 and C 2 (Fig. 1005); with genal carina; mesoscutellum (Fig. 82) with elongate meshes; fore coxa with a sharp edge along posterior margin, hind coxa without carina along posterior margin; petiole transverse with very strong sculpture on dorsal surface; gaster (Fig. 82) 2.5 × as long as wide, Gt 2 0.2 × as long as Gt 4, medio-basal Gt 1 with a rectangular incision, with weak reticulation, more shiny than remaining tergites. Female holotype: length of body 2.6 mm. Scape yellowish-brown, pedicel dark yellowish-brown, flagellum dark brown. Head with frons metallic blue, antennal scrobes black and clypeus dark brown; vertex black with metallic blue tinges. Thoracic dorsum metallic bluish-green. Legs with fore and hind coxae metallic bluish-green, mid coxa black with metallic tinges; trochanters dark brown; fore and mid femora black with metallic tinges, hind femur metallic bluish-green, all femora with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 pale brown. Petiole black. Gaster with Gt 1,6 metallic bluish-green, Gt 2 - 5 golden-purple, Gt 7 black; gonoplac black with apex dark brown. Antenna with a weak constriction between C 1 and C 2. Frons with strong reticulation, clypeus and scrobes with weak reticulation; with genal carina. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, slightly elongate on midlobe; midlobe with 12 scattered adnotaular setae, without median groove. Mesoscutellum with strong reticulation, meshes elongate; submedian grooves weak, especially so in anterior part, wide apart and diverging towards posterior part; without median groove. Dorsellum with strong reticulation. Propodeum with median carina expanding slightly towards posterior part; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation, fore coxa with a sharp edge along posterior margin and hind coxa without carina along posterior margin. Fore wing with three setae on dorsal surface of submarginal vein; speculum open below and towards base of wing; costal setal row unbroken. Petiole transverse with strong sculpture on dorsal surface. Gaster ovate-elongate; medio-basal Gt 1 with a rectangular incision, with weak reticulation and more shiny than remaining tergites that have strong reticulation. Relative measurements: head length, dorsal view 27; head length, frontal view 44; POL 12; OOL 6; lateral ocellus diameter 5.5; head width 55; mouth width 18; malar space 16; eye length 25; scape length 18; scape width 4; pedicel + flagellum length 53; pedicel length 8; pedicel width, dorsal view 4; F 1 length 10; F 1 width 4; F 2 length 8.5; F 2 width 4.5; F 3 length 7; F 3 width 5; clava length 17; clava width 6; C 3 length 6; spicule length 1.5; mesosoma length 80; mesosoma width 55; midlobe of mesoscutum length 31; mesoscutellum length 27; mesoscutellum width 26; median part of mesoscutellum width (measured medially) na; median part of mesoscutellum, width in anterior part na; median part of mesoscutellum, width in posterior part na; lateral part of mesoscutellum, width (measured medially) na; dorsellum length 3; propodeum length 13; costal cell length 31; costal cell width (measured at widest part) 2.5; marginal vein length 39; stigmal vein length 9; gaster length 112; gaster width 44; Gt 2 length (measured medially) 7; Gt 4 length (measured medially) 35; Gt 7 length (measured medially) 11; Gt 7 width (measured at base) 14; longest cercal seta length 11; shortest cercal seta length 4.5. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, San José, San Antonio de Escazú, 9 º 54 ’ N, 84 º 09 ’ W, 1300 m, iv. 1996, P. Hanson (NHMUK).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570BFFA0FE0EFD1CFD15575D.taxon	discussion	Remarks. Left wing pair is missing in holotype.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	description	(Figs 84, 85, 952, 1006)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	diagnosis	Diagnosis (female). Antenna with strong constriction between C 1 and C 2 (Fig. 1006); genal carina present; mesoscutum and mesoscutellum (Fig. 84) with strong reticulation with elongate meshes, mesoscutellum with submedian grooves weak, indicated in the reticulation; hind coxa with a carina along posterior margin in apical part; petiole transverse with strong sculpture; gaster (Fig. 84) 3.1 × as long as wide, with weak reticulation and shiny, with short Gt 2, 0.15 × as long as wide, and Gt 4 0.67 × as long as wide, Gt 2 0.25 × as long as Gt 4, medio-basal Gt 1 with a semicircular incision, without transverse edge or carina dorsally. Female holotype: length of body 2.8 mm (paratypes 2.3 – 2.6 mm). Scape yellowish-brown with apico-dorsal part brown, pedicel and flagellum dark brown to black. Head with frons black with metallic greenish-blue tinges, antennal scrobes black and dull, clypeus dark brown; vertex black with weak metallic blue tinges. Mesosoma black with metallic purple, blue and golden tinges. Legs with coxae black with metallic green tinges; trochanters yellowish-brown; femora dark brown to black with apex yellowish-brown; tibiae and tarsi yellowish-brown. Petiole black. Gaster with Gt 1 golden, Gt 2 - 6 black with sides with metallic blue tinges, Gt 7 black; gonoplac black. Antenna with a distinct constriction between C 1 and C 2. Frons with strong reticulation; with genal carina. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe without median groove, with six setae in two rows close to notauli. Mesoscutellum with strong reticulation, meshes elongate; submedian grooves indistinct, slightly curved and diverging towards posterior part; anterior pair of setae placed in the middle of mesoscutellum. Dorsellum with strong sculpture. Propodeum with a strong median carina that expands posteriorly; with strong reticulation; callus with two setae. Coxae with strong reticulation; hind coxa with a carina along posterior margin in apical part. Fore wing with four setae on dorsal surface of submarginal vein; speculum open below and towards base of wing; costal setal row unbroken. Petiole transverse with strong sculpture on dorsal part. Gaster elongate; medio-basal Gt 1 with a semicircular incision, without transverse edge or carina dorsally, with weak reticulation and shiny, remaining tergites with strong reticulation. Relative measurements: head length, dorsal view 27; head length, frontal view 47; POL 10.5; OOL 6.5; lateral ocellus diameter 5.5; head width 60; mouth width 17; malar space 18; eye length 26; scape length 21.5; scape width 5; pedicel + flagellum length 61; pedicel length 8; pedicel width, dorsal view 4.5; F 1 length 10.5; F 1 width 5; F 2 length 9; F 2 width 5; F 3 length 8.5; F 3 width 5.5; clava length 23; clava width 6; C 3 length 9; spicule length 3; mesosoma length 83; mesosoma width 54; midlobe of mesoscutum length 32; mesoscutellum length 27; mesoscutellum width 23; median part of mesoscutellum width (measured medially) 10.5; median part of mesoscutellum, width in anterior part 11; median part of mesoscutellum, width in posterior part 14.5; lateral part of mesoscutellum, width (measured medially) 4.5; dorsellum length 3; propodeum length 14; costal cell length 50; costal cell width (measured at widest part) 2.5; marginal vein length 40; stigmal vein length 13; gaster length 120; gaster width 38.5; Gt 2 length (measured medially) 5.5; Gt 4 length (measured medially) 22; Gt 7 length (measured medially) 13; Gt 7 width (measured at base) 13; longest cercal seta length 11; shortest cercal seta length 5. Male. Length of body 1.7 – 1.9 mm. Antenna (Fig. 952) with plaque on scape very short, dark brown and situated close to apex; dorso-basal whorls of long setae present on F 1 – F 4 and on C 1. Gaster long ovate. Otherwise as in female. Relative measurements: head length, dorsal view 19; head length, frontal view 32; head width 43.5; mouth width 14; malar space 13; eye length 18; scape length 16; scape width 5.5; plaque length 3.5; pedicel length 6.5; pedicel + flagellum length 65; F 1 length 5; F 1 width 4.5; F 2 length 8; F 2 width 4.5; F 3 length 9; F 3 width 4; F 4 length 9; F 4 width 4; clava length 26; clava width 3.5; mesosoma length 63; mesosoma width 41; gaster length 70; gaster width 29; longest subbasal seta on F 1, length 40.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Cartago, Humo, El Copal, 9 ° 47 ’ N, 83 ° 45 ’ W, 1050 - 1250 m, 29. ii- 6. iii. 2008, C. Hansson (MZLU). Paratypes (6 ♀ 2 ♂, MZLU, NHMUK): 2 ♀ COSTA RICA, Alajuela, Parque Nacional Arenal, Sendero Ceibo, 10 ° 27 ’ N, 84 ° 41 ’ W, 620 m, 22 - 23. ii. 2016, J. S. Noyes; 1 ♀ COSTA RICA, Alajuela, Estación Biológica San Ramón, 10 ° 13 ’ N, 84 ° 37 ’ W, 900 m, x-xii. 1995, P. Hanson; 2 ♀ 2 ♂ COSTA RICA, San José, San Gerardo de Dota, El Manantial, 9 º 34 ’ N, 83 º 43 ’ W, 18 - 20. ii. 2010, J. S. Noyes; 1 ♀ COSTA RICA, San José, Zurqui de Moravia, 10 º 03 ’ 03 ’’ N, 84 º 00 ’ 22 ’’ W, 1600 m, vii. 1992, P. Hanson.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570AFFA2FE7DFB89FD1652E8.taxon	etymology	Etymology. Named after type locality, El Copal.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5708FFA5FE15FDFAFDC457CF.taxon	description	(Figs 86, 87, 953, 1007)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5708FFA5FE15FDFAFDC457CF.taxon	diagnosis	Diagnosis (female). Antenna with a weak constriction between C 1 and C 2 (Fig. 1007); genal carina absent; mesosoma bright metallic bluish-green; mesoscutum and mesoscutellum (Fig. 86) with strong reticulation, mesoscutellum with weak submedian grooves; dorsellum with or without median carina; propodeum (Fig. 86) with median carina triangular, anterior part distinctly elevated, callus with two setae; hind coxa with a carina along posterior margin; gaster (Fig. 86) 3.1 × as long as wide, with Gt 2 0.06 × as long as Gt 4, Gt 1 with weak reticulation and shiny in posterior half. Brightly metallic species in both sexes (Figs 86, 87). Female holotype: length of body 2.9 mm (paratypes 2.3 – 3.2 mm). Scape yellowish-brown, pedicel and flagellum dark brown to black. Head metallic bluish-green, clypeus dark brown, antennal scrobes black. Mesosoma bright metallic bluish-green. Legs with coxae metallic bluish-green, mid coxa with weaker metallic tinges; trochanters pale brown; femora black with metallic blue tinges and with apex yellowish-brown; tibiae yellowish-white; T 1 – 3 yellowish-white, T 4 pale brown. Petiole black. Gaster with Gt 1,6 metallic bluish-green, Gt 2 - 5 metallic purple, Gt 7 black with metallic green tinges; gonoplac black. Antenna with a weak constriction between C 1 and C 2. Face below level of antennal toruli and scrobes with weak reticulation, frons with strong reticulation; without genal carina. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes predominantly isodiametric but with elongate meshes in posterior one-third of midlobe; midlobe without median groove, with ten scattered adnotaular setae. Mesoscutellum with strong reticulation, meshes elongate, submedian grooves ± distinct and diverging towards posterior part. Dorsellum with strong reticulation, with median carina. Propodeum with median carina triangular, anterior part distinctly elevated; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation; hind coxa with a carina along posterior margin. Fore wing with five setae on dorsal surface of submarginal vein; speculum open below; costal setal row unbroken. Petiole very short, just a narrow band. Gaster very elongate; medio-basal Gt 1 without edge or carina dorsally, this part smoothly rounded; Gt 1 with weak reticulation and shiny in posterior half, remaning tergites with strong reticulation. Relative measurements: head length, dorsal view 25; head length, frontal view 40; POL 12; OOL 6; lateral ocellus diameter 5.5; head width 55; mouth width 18; malar space 15; eye length 24; scape length 19.5; scape width 4.5; pedicel + flagellum length 51; pedicel length 8; pedicel width, dorsal view 4; F 1 length 7.5; F 1 width 5; F 2 length 7.5; F 2 width 5; F 3 length 7; F 3 width 5.5; clava length 17.5; clava width 6; C 3 length 5.5; spicule length 1; mesosoma length 72; mesosoma width 53; midlobe of mesoscutum length 30; mesoscutellum length 26; mesoscutellum width 26; median part of mesoscutellum width (measured medially) 12; median part of mesoscutellum, width in anterior part 10; median part of mesoscutellum, width in posterior part 15.5; lateral part of mesoscutellum, width (measured medially) 4; dorsellum length 3; propodeum length 8.5; costal cell length 38; costal cell width (measured at widest part) 2; marginal vein length 36; stigmal vein length 12; gaster length 135; gaster width 43; Gt 2 length (measured medially) 2; Gt 4 length (measured medially) 28; Gt 7 length (measured medially) 15; Gt 7 width (measured at base) 15; longest cercal seta length 10; shortest cercal seta length 6. Male. Length 1.7 – 2.3 mm. Antenna (Fig. 953) with plaque on scape situated close to apex (Fig. 953); dorso-basal whorls of long setae present on F 1 – F 4 and on C 1 – C 2; pedicel and flagellum pale brown. Petiole transverse and shiny. Gaster long ovate; Gt 1 smooth and shiny. Otherwise as in female. Relative measurements: head length. dorsal view 22; head length. frontal view 38; head width 51; mouth width 17.5; malar space 13; eye length 20; scape length 18; scape width 6.5; plaque length 6.5; pedicel length 7; pedicel + flagellum length 80; F 1 length 6; F 1 width 5; F 2 length 10; F 2 width 5; F 3 length 11.5; F 3 width 4.5; F 4 length 12; F 4 width 4.5; clava length 31; clava width 4; mesosoma length 71; mesosoma width 48; gaster length 91; gaster width 30; longest subbasal seta on F 1, length 47.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5708FFA5FE15FDFAFDC457CF.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F5708FFA5FE15FDFAFDC457CF.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
